pickup_hour,zone_id,trips,hour_of_week,mean,std,z
2024-01-01 00:00:00,125,40,0,4.25,1.984313483298443,18.016306546773162
2024-01-01 00:00:00,4,24,0,2.1666666666666665,1.2133516482134197,17.994233877278262
2024-01-01 01:00:00,211,63,1,5.142857142857143,3.2261685116103473,17.93370143218693
2024-01-01 00:00:00,143,61,0,4.0,3.265986323710904,17.452614417330143
2024-01-01 04:00:00,231,24,4,2.3333333333333335,1.247219128924647,17.371980724307587
2024-01-01 05:00:00,246,21,5,2.0,1.0954451150103321,17.344547654330263
2024-01-01 06:00:00,148,25,6,4.25,1.1989578808281798,17.306696366737206
2024-01-01 02:00:00,166,26,2,2.0,1.4142135623730951,16.97056274847714
2024-01-09 07:00:00,226,36,31,4.375,1.8666480653835098,16.942133113615355
2024-01-01 00:00:00,137,82,0,16.625,3.8709656418005056,16.888550829294385
2024-01-01 00:00:00,233,46,0,6.5,2.345207879911715,16.842856592093224
2024-01-01 00:00:00,211,50,0,9.0,2.449489742783178,16.738179909018385
2024-01-01 00:00:00,234,203,0,25.5,10.793516572461451,16.44505743872882
2024-01-01 00:00:00,41,35,0,2.857142857142857,1.958758457257441,16.40981154351314
2024-01-01 01:00:00,114,105,1,22.625,5.048205126577168,16.317680826066727
2024-01-01 01:00:00,145,18,1,2.0,1.0,16.0
2024-01-01 04:00:00,100,57,4,8.75,3.031088913245535,15.918371707656824
2024-01-01 01:00:00,125,45,1,3.875,2.6190408549696205,15.702313280820137
2024-01-01 01:00:00,158,85,1,6.75,4.993746088859544,15.669599256271054
2024-01-01 03:00:00,100,43,3,6.0,2.449489742783178,15.105186747162932
2024-01-01 03:00:00,186,151,3,11.875,9.252533436848527,15.036422289048964
2024-01-01 04:00:00,170,58,4,7.375,3.3888604279314896,14.93865004965718
2024-01-01 06:00:00,7,20,6,2.4285714285714284,1.178030178747903,14.915940939734478
2024-01-01 01:00:00,236,147,1,6.625,9.668731819633845,14.518450053082143
2024-01-15 01:00:00,249,100,1,28.625,5.170529469986609,13.804195569198614
2024-01-04 03:00:00,132,76,75,8.777777777777779,4.8711800481739935,13.799987181221333
